Location,School Name,Type,Latitude,Longitude,Score
Western Australia,JOHN CALVIN SCHOOL,Primary,-35.003739,117.871159,1024
Western Australia,JOHN CALVIN SCHOOL,Secondary,-35.003739,117.871159,1024
Western Australia,YAKAMIA PRIMARY SCHOOL,Primary,-35.00213634,117.8737834,975
Western Australia,CORRIGIN DISTRICT HIGH SCHOOL,Secondary,-32.32675596,117.8771847,975
Western Australia,BETHEL CHRISTIAN SCHOOL,Primary,-35.00481744,117.881185,1016
Western Australia,BETHEL CHRISTIAN SCHOOL,Secondary,-35.00481744,117.881185,1016
Western Australia,ALBANY PRIMARY SCHOOL,Primary,-35.01821151,117.8916106,1038
Western Australia,ALBANY SENIOR HIGH SCHOOL,Secondary,-35.02044765,117.8917733,1010
Western Australia,SPENCER PARK PRIMARY SCHOOL,Primary,-35.00554418,117.9018779,922
Western Australia,ST JOSEPH'S COLLEGE,Primary,-34.997944,117.902192,1033
Western Australia,ST JOSEPH'S COLLEGE,Secondary,-34.997944,117.902192,1033
Western Australia,AUSTRALIAN CHRISTIAN COLLEGE - SOUTHLANDS,Primary,-34.99550802,117.9227056,1034
Western Australia,AUSTRALIAN CHRISTIAN COLLEGE - SOUTHLANDS,Secondary,-34.99550802,117.9227056,1034
Western Australia,FLINDERS PARK PRIMARY SCHOOL,Primary,-34.97824017,117.9300686,979
Western Australia,GREAT SOUTHERN GRAMMAR,Primary,-34.94755539,117.9707332,1075
Western Australia,GREAT SOUTHERN GRAMMAR,Secondary,-34.94755539,117.9707332,1075
Western Australia,GNOWANGERUP DISTRICT HIGH SCHOOL,Secondary,-33.938232,118.00801,917
Western Australia,BABAKIN PRIMARY SCHOOL,Primary,-32.12359155,118.0209226,969
Western Australia,KUKERIN PRIMARY SCHOOL,Primary,-33.18512011,118.0859386,1061
Western Australia,NUNGARIN PRIMARY SCHOOL,Primary,-31.1872158,118.1002162,942
Western Australia,BRUCE ROCK DISTRICT HIGH SCHOOL,Secondary,-31.87363474,118.1476627,952
Western Australia,NYABING PRIMARY SCHOOL,Primary,-33.54423624,118.1526008,1006
Western Australia,KULIN DISTRICT HIGH SCHOOL,Secondary,-32.67021123,118.1526847,1033
Western Australia,MOUNT MANYPEAKS PRIMARY SCHOOL,Primary,-34.83958648,118.1720656,991
Western Australia,MUKINBUDIN DISTRICT HIGH SCHOOL,Secondary,-30.916192,118.208956,964
Western Australia,SOUTH STIRLING PRIMARY SCHOOL,Primary,-34.57914966,118.210334,1024
Western Australia,BORDEN PRIMARY SCHOOL,Primary,-34.07290497,118.2630312,1058
Western Australia,KONDININ PRIMARY SCHOOL,Primary,-32.49408236,118.2637107,899
Western Australia,ST MARY'S SCHOOL,Primary,-31.48713246,118.2746675,1035
Western Australia,MERREDIN COLLEGE,Secondary,-31.48808967,118.2849815,954
Western Australia,NAREMBEEN DISTRICT HIGH SCHOOL,Secondary,-32.06303073,118.3912322,1006
Western Australia,YANDEYARRA REMOTE COMMUNITY SCHOOL,Primary,-21.285188,118.403148,669
Western Australia,LAKE GRACE DISTRICT HIGH SCHOOL,Secondary,-33.103443,118.459432,990
Western Australia,ONGERUP PRIMARY SCHOOL,Primary,-33.963151,118.482748,1014
Western Australia,MEEKATHARRA DISTRICT HIGH SCHOOL,Secondary,-26.59116051,118.4913155,702
Western Australia,YULGA JINNA REMOTE COMMUNITY SCHOOL,Primary,-25.617306,118.557728,597
Western Australia,HEDLAND SENIOR HIGH SCHOOL,Secondary,-20.39878872,118.598616,908
Western Australia,SOUTH HEDLAND PRIMARY SCHOOL,Primary,-20.40164145,118.6018711,762
Western Australia,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,Primary,-20.30972649,118.6021896,1003
Western Australia,WELLSTEAD PRIMARY SCHOOL,Primary,-34.49592129,118.6041803,1017
Western Australia,CASSIA PRIMARY SCHOOL,Primary,-20.40888577,118.6079095,895
Western Australia,BALER PRIMARY SCHOOL,Primary,-20.40461541,118.6124558,927
Western Australia,PORT HEDLAND SCHOOL OF THE AIR,Primary,-20.376876,118.630593,981
Western Australia,PORT HEDLAND PRIMARY SCHOOL,Primary,-20.30393313,118.6336307,993
Western Australia,HYDEN PRIMARY SCHOOL,Primary,-32.44862907,118.861951,1005
Western Australia,JERRAMUNGUP DISTRICT HIGH SCHOOL,Secondary,-33.94498437,118.9175865,992
Western Australia,GAIRDNER PRIMARY SCHOOL,Primary,-34.2108414,118.9385849,1032
Western Australia,STRELLEY COMMUNITY SCHOOL,Primary,-20.43710217,118.988487,754
Western Australia,STRELLEY COMMUNITY SCHOOL,Secondary,-20.43710217,118.988487,754
Western Australia,NEWDEGATE PRIMARY SCHOOL,Primary,-33.09321456,119.0211444,1014
Western Australia,MOORINE ROCK PRIMARY SCHOOL,Primary,-31.31490654,119.1254458,998
Western Australia,ST JOSEPH'S SCHOOL,Primary,-31.22952336,119.3250078,992
Western Australia,SOUTHERN CROSS DISTRICT HIGH SCHOOL,Secondary,-31.23119646,119.3268575,930
Western Australia,BREMER BAY PRIMARY SCHOOL,Primary,-34.393283,119.37476,1014
Western Australia,LAKE KING PRIMARY SCHOOL,Primary,-33.09143031,119.6734691,1102
Western Australia,NEWMAN PRIMARY SCHOOL,Primary,-23.35448061,119.7322686,955
Western Australia,SOUTH NEWMAN PRIMARY SCHOOL,Primary,-23.363209,119.73407,942
Western Australia,NEWMAN SENIOR HIGH SCHOOL,Secondary,-23.36220252,119.7341359,926
Western Australia,MARBLE BAR PRIMARY SCHOOL,Primary,-21.1694751,119.7478156,693
Western Australia,RAVENSTHORPE DISTRICT HIGH SCHOOL,Secondary,-33.58198044,120.0519004,970
Western Australia,NULLAGINE PRIMARY SCHOOL,Primary,-21.88772586,120.104262,555
Western Australia,HOPETOUN PRIMARY SCHOOL,Primary,-33.94505538,120.1288975,960
Western Australia,JERDACUTTUP PRIMARY SCHOOL,Primary,-33.70715991,120.4731266,985
Western Australia,LEINSTER COMMUNITY SCHOOL,Primary,-27.91539981,120.6955058,989
Western Australia,MUNGLINUP PRIMARY SCHOOL,Primary,-33.70388481,120.8566109,1002
Western Australia,MENZIES COMMUNITY SCHOOL,Primary,-29.697207,120.898333,764
Western Australia,CASCADE PRIMARY SCHOOL,Primary,-33.46836264,121.0723384,1041
Western Australia,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,Primary,-30.95228,121.16131,723
Western Australia,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,Secondary,-30.95228,121.16131,723
Western Australia,COOLGARDIE PRIMARY SCHOOL,Primary,-30.95018807,121.1671483,804
Western Australia,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL - KURRAWANG,Primary,-30.83002,121.3301,723
Western Australia,LEONORA DISTRICT HIGH SCHOOL,Secondary,-28.88414676,121.3329384,716
Western Australia,HANNANS PRIMARY SCHOOL,Primary,-30.72499605,121.4518583,984
Western Australia,NORTH KALGOORLIE PRIMARY SCHOOL,Primary,-30.73865013,121.459702,984
Western Australia,GOLDFIELDS BAPTIST COLLEGE,Primary,-30.77620533,121.4630845,993
Western Australia,GOLDFIELDS BAPTIST COLLEGE,Secondary,-30.77620533,121.4630845,993
Western Australia,O'CONNOR PRIMARY SCHOOL,Primary,-30.77657514,121.4658619,931
Western Australia,KALGOORLIE PRIMARY SCHOOL,Primary,-30.74472512,121.4701713,977
Western Australia,ST MARY'S PRIMARY SCHOOL,Primary,-30.74327964,121.4718278,1037
Western Australia,ST JOSEPH'S SCHOOL,Primary,-30.782918,121.47335,978
Western Australia,EASTERN GOLDFIELDS COLLEGE,Secondary,-30.75101639,121.4753746,990
Western Australia,SOUTH KALGOORLIE PRIMARY SCHOOL,Primary,-30.76244847,121.476861,910
Western Australia,JOHN PAUL COLLEGE,Secondary,-30.76410096,121.4787154,1018
Western Australia,KALGOORLIE-BOULDER COMMUNITY HIGH SCHOOL,Secondary,-30.76705062,121.4788763,905
Western Australia,EAST KALGOORLIE PRIMARY SCHOOL,Primary,-30.74742189,121.4854297,640
Western Australia,KALGOORLIE SCHOOL OF THE AIR,Primary,-30.78223722,121.4860622,1020
Western Australia,BOULDER PRIMARY SCHOOL,Primary,-30.78003681,121.4875325,848
Western Australia,KAMBALDA WEST DISTRICT HIGH SCHOOL,Secondary,-31.20551775,121.6204895,888
Western Australia,SALMON GUMS PRIMARY SCHOOL,Primary,-32.984142,121.643353,1060
Western Australia,KAMBALDA PRIMARY SCHOOL,Primary,-31.2044049,121.6652357,920
Western Australia,SCADDAN PRIMARY SCHOOL,Primary,-33.44992407,121.7332472,1040
Western Australia,NORSEMAN DISTRICT HIGH SCHOOL,Secondary,-32.19186573,121.773247,826
Western Australia,LA GRANGE REMOTE COMMUNITY SCHOOL,Primary,-18.685254,121.782644,701
Western Australia,ESPERANCE SENIOR HIGH SCHOOL,Secondary,-33.86017872,121.868258,972
Western Australia,NULSEN PRIMARY SCHOOL,Primary,-33.85822068,121.8728056,854
Western Australia,ESPERANCE CHRISTIAN PRIMARY SCHOOL,Primary,-33.86426103,121.8773873,1003
Western Australia,ESPERANCE ANGLICAN COMMUNITY SCHOOL,Secondary,-33.87140172,121.8844588,1029
Western Australia,OUR LADY STAR OF THE SEA CATHOLIC PRIMARY SCHOOL,Primary,-33.87466746,121.887832,1020
Western Australia,ESPERANCE PRIMARY SCHOOL,Primary,-33.85981206,121.890272,1023
Western Australia,CASTLETOWN PRIMARY SCHOOL,Primary,-33.83182737,121.9084582,977
Western Australia,CABLE BEACH PRIMARY SCHOOL,Primary,-17.95879062,122.2164767,838
Western Australia,ST MARY'S COLLEGE,Primary,-17.96107323,122.222487,889
Western Australia,ST MARY'S COLLEGE,Secondary,-17.96107323,122.222487,889
Western Australia,BROOME NORTH PRIMARY SCHOOL,Primary,-17.9266374,122.2301416,987
Western Australia,BROOME SENIOR HIGH SCHOOL,Secondary,-17.95614273,122.2323264,932
Western Australia,ROEBUCK PRIMARY SCHOOL,Primary,-17.9403723,122.2323764,1022
Western Australia,BROOME PRIMARY SCHOOL,Primary,-17.96120109,122.2379626,889
Western Australia,CONDINGUP PRIMARY SCHOOL,Primary,-33.75467811,122.5268561,999
Western Australia,SACRED HEART SCHOOL,Primary,-16.9746,122.66171,663
Western Australia,ONE ARM POINT REMOTE COMMUNITY SCHOOL,Primary,-16.44574,123.060811,744
Western Australia,DERBY DISTRICT HIGH SCHOOL,Secondary,-17.30943881,123.633739,758
Western Australia,HOLY ROSARY SCHOOL,Primary,-17.3050183,123.6337752,918
Western Australia,KIMBERLEY SCHOOL OF THE AIR,Primary,-17.309389,123.633779,975
Western Australia,LOOMA REMOTE COMMUNITY SCHOOL,Primary,-18.039234,124.149541,683
Western Australia,NGALAPITA REMOTE COMMUNITY SCHOOL,Primary,-18.584253,124.754181,606
Western Australia,KULKARRIYA COMMUNITY SCHOOL,Primary,-18.503222,124.831111,645
Western Australia,KULKARRIYA COMMUNITY SCHOOL,Secondary,-18.503222,124.831111,645
Western Australia,DJUGERARI REMOTE COMMUNITY SCHOOL,Primary,-18.988706,125.510396,605
Western Australia,FITZROY VALLEY DISTRICT HIGH SCHOOL,Secondary,-18.196468,125.566842,705
Western Australia,BAYULU REMOTE COMMUNITY SCHOOL,Primary,-18.28637,125.58345,690
Western Australia,MULUDJA REMOTE COMMUNITY SCHOOL,Primary,-18.159712,125.761637,658
Western Australia,WANGKATJUNGKA REMOTE COMMUNITY SCHOOL,Primary,-18.885222,125.926869,708
Western Australia,WANANAMI REMOTE COMMUNITY SCHOOL,Primary,-16.719944,125.930247,772
Western Australia,WARLAWURRU CATHOLIC SCHOOL,Primary,-18.224165,127.668324,651
Western Australia,LUURNPA CATHOLIC SCHOOL,Primary,-20.142514,127.983031,585
Western Australia,LUURNPA CATHOLIC SCHOOL,Secondary,-20.142514,127.983031,585
Western Australia,WYNDHAM DISTRICT HIGH SCHOOL,Secondary,-15.48878706,128.1212215,700
Western Australia,ST JOSEPH'S SCHOOL,Primary,-15.48554463,128.1247657,746
Western Australia,NGALANGANGPUM SCHOOL,Primary,-17.029901,128.212134,664
Western Australia,NGALANGANGPUM SCHOOL,Secondary,-17.029901,128.212134,664
Western Australia,DAWUL REMOTE COMMUNITY SCHOOL,Primary,-16.306425,128.2465,835
Western Australia,BIRLIRR NGAWIYIWU CATHOLIC SCHOOL,Primary,-18.794047,128.615847,511
Western Australia,ST JOSEPH'S SCHOOL,Primary,-15.76988667,128.7328237,820
New South Wales,Railway Town Public School,Primary,-31.9706,141.44,880
New South Wales,Burke Ward Public School,Primary,-31.9604,141.441,906
New South Wales,Broken Hill Public School,Primary,-31.9565,141.457,906
New South Wales,Broken Hill High School,Secondary,-31.9601,141.457,919
New South Wales,Sacred Heart Parish School,Primary,-31.9527,141.46,1018
New South Wales,Morgan Street Public School,Primary,-31.9415,141.461,966
New South Wales,Alma Public School,Primary,-31.9822,141.462,863
New South Wales,Broken Hill North Public School,Primary,-31.9439,141.472,856
New South Wales,School of the Air,Primary,-31.9457,141.472,1001
New South Wales,Willyama High School,Secondary,-31.9366,141.473,912
New South Wales,Pomona Public School,Primary,-34.0257,141.895,909
New South Wales,Wentworth Public School,Primary,-34.1032,141.919,841
New South Wales,Tibooburra Outback Public School,Primary,-29.4321,142.01,949
New South Wales,Palinyewah Public School,Primary,-33.845,142.013,1000
New South Wales,Dareton Public School,Primary,-34.0911,142.04,620
New South Wales,Coomealla High School,Secondary,-34.096,142.06,861
New South Wales,Buronga Public School,Primary,-34.1695,142.181,840
New South Wales,Gol Gol Public School,Primary,-34.1796,142.223,1015
New South Wales,Menindee Central School,Primary,-32.3934,142.413,761
New South Wales,Menindee Central School,Secondary,-32.3934,142.413,761
New South Wales,Pooncarie Public School,Primary,-33.3814,142.569,967
New South Wales,Euston Public School,Primary,-34.5756,142.744,952
New South Wales,White Cliffs Public School,Primary,-30.8509,143.09,1051
New South Wales,Tooleybuc Central School,Primary,-35.0266,143.338,945
New South Wales,Tooleybuc Central School,Secondary,-35.0266,143.338,945
New South Wales,Wilcannia Central School,Primary,-31.5585,143.376,647
New South Wales,Wilcannia Central School,Secondary,-31.5585,143.376,647
New South Wales,St Therese's Community Parish School,Primary,-31.5591,143.379,804
New South Wales,St Joseph's Parish School,Primary,-34.6378,143.563,947
New South Wales,Balranald Central School,Primary,-34.6363,143.564,889
New South Wales,Balranald Central School,Secondary,-34.6363,143.564,889
New South Wales,Moulamein Public School,Primary,-35.0893,144.033,960
New South Wales,Barham Public School,Primary,-35.6269,144.128,984
New South Wales,Barham High School,Secondary,-35.623,144.132,964
New South Wales,Wanaaring Public School,Primary,-29.7056,144.145,771
New South Wales,Ivanhoe Central School,Primary,-32.8985,144.301,775
New South Wales,Ivanhoe Central School,Secondary,-32.8985,144.301,775
New South Wales,Wakool Burraboi Public School,Primary,-35.4663,144.393,871
New South Wales,Bunnaloo Public School,Primary,-35.7864,144.598,1039
New South Wales,Moama Anglican Grammar School,Primary,-36.1012,144.749,1066
New South Wales,Moama Anglican Grammar School,Secondary,-36.1012,144.749,1066
New South Wales,Moama Public School,Primary,-36.1153,144.763,925
New South Wales,St Mary's Parish School,Primary,-34.5089,144.84,1042
New South Wales,Hay War Memorial High School,Secondary,-34.5052,144.841,920
New South Wales,Hay Public School,Primary,-34.5061,144.844,931
New South Wales,Booligal Public School,Primary,-33.867,144.886,1024
New South Wales,Mathoura Public School,Primary,-35.8161,144.902,934
New South Wales,Deniliquin Christian School,Primary,-35.5199,144.945,962
New South Wales,Deniliquin Christian School,Secondary,-35.5199,144.945,962
New South Wales,Edward Public School,Primary,-35.5244,144.951,866
New South Wales,Deniliquin High School,Secondary,-35.5281,144.955,947
New South Wales,Deniliquin South Public School,Primary,-35.5377,144.956,969
New South Wales,St Michael's Parish School,Primary,-35.5309,144.962,1034
New South Wales,Deniliquin North Public School,Primary,-35.5252,144.982,977
New South Wales,Conargo Public School,Primary,-35.3053,145.179,913
New South Wales,Mayrung Public School,Primary,-35.4643,145.309,915
New South Wales,Blighty Public School,Primary,-35.5801,145.349,996
New South Wales,Carrathool Public School,Primary,-34.4084,145.431,949
New South Wales,St Joseph's Parish School,Primary,-33.4843,145.528,1015
New South Wales,Hillston Central School,Primary,-33.4799,145.54,916
New South Wales,Hillston Central School,Secondary,-33.4799,145.54,916
New South Wales,Tocumwal Public School,Primary,-35.8139,145.569,1001
New South Wales,Finley High School,Secondary,-35.6404,145.573,957
New South Wales,Finley Public School,Primary,-35.6394,145.575,955
New South Wales,Sacred Heart Primary School,Primary,-35.8148,145.576,1024
New South Wales,St Joseph's Primary School,Primary,-35.6376,145.577,1009
New South Wales,Barooga Public School,Primary,-35.913,145.696,980
New South Wales,Goolgowi Public School,Primary,-33.9757,145.709,969
New South Wales,Jerilderie Public School,Primary,-35.3546,145.729,957
New South Wales,St Joseph's Primary School,Primary,-35.361,145.736,991
New South Wales,St Joseph's Primary School,Primary,-35.361,145.736,991
New South Wales,St Columba's Primary School,Primary,-35.6558,145.809,965
New South Wales,Berrigan Public School,Primary,-35.6597,145.816,959
New South Wales,Cobar High School,Secondary,-31.5016,145.828,913
New South Wales,St John's Parish School,Primary,-31.4985,145.834,970
New South Wales,Cobar Public School,Primary,-31.5022,145.837,888
New South Wales,Enngonia Public School,Primary,-29.3189,145.844,766
New South Wales,St Peter's Primary School,Primary,-34.8051,145.879,1028
New South Wales,Coleambally Central School,Primary,-34.8042,145.884,917
New South Wales,Coleambally Central School,Secondary,-34.8042,145.884,917
New South Wales,St Ignatius' Parish School,Primary,-30.0882,145.932,903
New South Wales,Bourke High School,Secondary,-30.0915,145.949,741
New South Wales,Bourke-Walgett School of Distance Education,Primary,-30.0936,145.949,1047
New South Wales,Bourke Public School,Primary,-30.0935,145.95,745
New South Wales,Tharbogang Public School,Primary,-34.2616,145.985,974
New South Wales,Darlington Point Public School,Primary,-34.5728,145.994,814
New South Wales,Koinonia Christian Academy,Primary,-29.9701,145.995,813
New South Wales,Koinonia Christian Academy,Secondary,-29.9701,145.995,813
New South Wales,Mulwala Public School,Primary,-35.9871,146.007,970
New South Wales,Verity Christian College,Primary,-34.30041,146.03338,1023
New South Wales,Lake Wyangan Public School,Primary,-34.2482,146.034,963
New South Wales,Griffith Public School,Primary,-34.2914,146.036,846
New South Wales,Hanwood Public School,Primary,-34.3299,146.042,981
New South Wales,St Patrick's Primary School,Primary,-34.2816,146.046,1025
New South Wales,Savernake Public School,Primary,-35.7322,146.048,905
New South Wales,Griffith North Public School,Primary,-34.2799,146.048,970
New South Wales,Marian Catholic College,Secondary,-34.2868,146.058,1004
New South Wales,Griffith East Public School,Primary,-34.2861,146.062,973
New South Wales,Murrumbidgee Regional High School,Secondary,-34.2821,146.071,939
New South Wales,St Mary's Primary School,Primary,-34.3006,146.083,1031
New South Wales,Yoogali Public School,Primary,-34.2997,146.086,882
New South Wales,Beelbangera Public School,Primary,-34.2528,146.101,992
New South Wales,Oaklands Central School,Primary,-35.5527,146.172,961
New South Wales,Oaklands Central School,Secondary,-35.5527,146.172,961
New South Wales,Whitton-Murrami Public School,Primary,-34.5189,146.181,898
New South Wales,Yenda Public School,Primary,-34.2524,146.198,981
New South Wales,Rankins Springs Public School,Primary,-33.84,146.258,928
New South Wales,St Francis Xavier Primary School,Primary,-35.3347,146.264,1017
New South Wales,Urana Public School,Primary,-35.3275,146.267,884
New South Wales,Naradhan Public School,Primary,-33.6156,146.327,900
New South Wales,Wamoon Public School,Primary,-34.5253,146.331,797
New South Wales,Binya Public School,Primary,-34.2287,146.353,1042
New South Wales,St Francis Xavier's Primary School,Primary,-33.2965,146.369,902
New South Wales,Lowesdale Public School,Primary,-35.8562,146.369,1027
New South Wales,Lake Cargelligo Central School,Primary,-33.2948,146.374,846
New South Wales,Lake Cargelligo Central School,Secondary,-33.2948,146.374,846
New South Wales,Corowa South Public School,Primary,-36.021,146.376,955
New South Wales,Corowa High School,Secondary,-35.9937,146.381,970
New South Wales,Yanco Agricultural High School,Secondary,-34.6322,146.384,1001
New South Wales,St Mary's Primary School,Primary,-35.9965,146.388,1032
New South Wales,Corowa Public School,Primary,-35.9925,146.395,947
New South Wales,Parkview Public School,Primary,-34.5618,146.396,891
New South Wales,Euabalong West Public School,Primary,-33.05583,146.397,821
New South Wales,St Joseph's Primary School,Primary,-34.5549,146.404,1010
New South Wales,St Joseph's Primary School,Primary,-34.5549,146.404,1010
New South Wales,Leeton High School,Secondary,-34.5468,146.406,927
New South Wales,Leeton Public School,Primary,-34.5461,146.407,987
New South Wales,Yanco Public School,Primary,-34.5979,146.411,898
New South Wales,St Francis De Sales Regional College,Secondary,-34.5679,146.411,1013
New South Wales,Narrandera Public School,Primary,-34.7445,146.548,839
New South Wales,St Joseph's Primary School,Primary,-34.7492,146.555,979
New South Wales,Narrandera East Infants School,Primary,-34.7502,146.565,939
New South Wales,Narrandera High School,Secondary,-34.7442,146.567,911
New South Wales,Barellan Central School,Primary,-34.2878,146.572,936
New South Wales,Barellan Central School,Secondary,-34.2878,146.572,936
New South Wales,Rand Public School,Primary,-35.5961,146.58,989
New South Wales,Boree Creek Public School,Primary,-35.1059,146.606,920
New South Wales,Weethalle Public School,Primary,-33.88,146.619,933
New South Wales,Howlong Public School,Primary,-35.9799,146.637,1005
New South Wales,Brocklesby Public School,Primary,-35.8239,146.678,976
New South Wales,Lockhart Central School,Primary,-35.2228,146.715,849
New South Wales,Lockhart Central School,Secondary,-35.2228,146.715,849
New South Wales,St Joseph's Primary School,Primary,-35.2202,146.721,1044
New South Wales,Hermidale Public School,Primary,-31.5512,146.723,859
New South Wales,Tullibigeal Central School,Primary,-33.4229,146.723,962
New South Wales,Tullibigeal Central School,Secondary,-33.4229,146.723,962
New South Wales,Walbundrie Public School,Primary,-35.6874,146.726,1026
New South Wales,Pleasant Hills Public School,Primary,-35.4669,146.799,981
New South Wales,Burrumbuttock Public School,Primary,-35.8375,146.8,954
New South Wales,Saint Mary MacKillop College Albury,Primary,-35.9029,146.827,1077
New South Wales,Saint Mary MacKillop College Albury,Secondary,-35.9029,146.827,1077
New South Wales,Brewarrina Central School,Primary,-29.9637,146.859,688
New South Wales,Brewarrina Central School,Secondary,-29.9637,146.859,688
New South Wales,St Patrick's Parish School,Primary,-29.9611,146.859,758
New South Wales,Tallimba Public School,Primary,-33.9936,146.878,933
New South Wales,St John's Lutheran Primary School,Primary,-35.9571,146.882,1063
New South Wales,Jindera Public School,Primary,-35.959,146.887,984
New South Wales,Albury West Public School,Primary,-36.0778,146.896,867
New South Wales,Ardlethan Central School,Primary,-34.3541,146.901,939
New South Wales,Ardlethan Central School,Secondary,-34.3541,146.901,939
New South Wales,Walla Walla Public School,Primary,-35.758,146.901,981
New South Wales,St Paul's College,Secondary,-35.7554,146.908,1026
New South Wales,Girilambone Public School,Primary,-31.2497,146.909,971
New South Wales,Albury High School,Secondary,-36.0728,146.915,1010
New South Wales,St Patrick's Parish School,Primary,-36.0841,146.916,1061
New South Wales,Glenroy Public School,Primary,-36.0546,146.917,878
New South Wales,Weilmoringle Public School,Primary,-29.2388,146.918,644
New South Wales,Albury Public School,Primary,-36.0825,146.919,1049
New South Wales,Matong Public School,Primary,-34.7701,146.927,963
New South Wales,The Scots School Albury,Primary,-36.0729,146.927,1135
New South Wales,The Scots School Albury,Secondary,-36.0729,146.927,1135
New South Wales,Lavington Public School,Primary,-36.0374,146.928,941
New South Wales,James Fallon High School,Secondary,-36.0602,146.929,903
New South Wales,Albury North Public School,Primary,-36.0642,146.932,878
New South Wales,Xavier High School,Secondary,-36.0627,146.935,1038
New South Wales,St Anne's Primary School,Primary,-36.0603,146.936,1068
New South Wales,Holy Spirit Primary School,Primary,-36.03689,146.93713,1028
New South Wales,Murray High School,Secondary,-36.0352,146.946,932
New South Wales,Hume Public School,Primary,-36.0504,146.947,824
New South Wales,Lavington East Public School,Primary,-36.0393,146.949,944
New South Wales,Springdale Heights Public School,Primary,-36.0319,146.95,905
New South Wales,Beckom Public School,Primary,-34.3272,146.963,930
New South Wales,Ungarie Central School,Primary,-33.638,146.978,943
New South Wales,Ungarie Central School,Secondary,-33.638,146.978,943
New South Wales,Border Christian College,Primary,-36.0398,146.981,1012
New South Wales,Border Christian College,Secondary,-36.0398,146.981,1012
New South Wales,Thurgoona Public School,Primary,-36.0473,146.983,1015
New South Wales,Trinity Anglican College - Albury,Primary,-36.0312,146.985,1136
New South Wales,Trinity Anglican College - Albury,Secondary,-36.0312,146.985,1136
New South Wales,Gerogery Public School,Primary,-35.83213,146.998,908
New South Wales,Table Top Public School,Primary,-35.9679,147.007,1020
New South Wales,St Paul's Lutheran Primary School,Primary,-35.5172,147.029,997
New South Wales,Henty Public School,Primary,-35.5175,147.031,961
New South Wales,St Joseph's Primary School,Primary,-35.6687,147.036,991
New South Wales,St Joseph's Primary School,Primary,-35.6687,147.036,991
New South Wales,St Joseph's Primary School,Primary,-35.6687,147.036,991
New South Wales,Ganmain Public School,Primary,-34.7969,147.04,872
New South Wales,Culcairn Public School,Primary,-35.6683,147.04,979
New South Wales,St Brendan's Primary School,Primary,-34.7964,147.043,995
New South Wales,Billabong High School,Secondary,-35.6609,147.044,963
New South Wales,Yerong Creek Public School,Primary,-35.3868,147.061,929
New South Wales,The Rock Central School,Primary,-35.2663,147.115,938
New South Wales,The Rock Central School,Secondary,-35.2663,147.115,938
New South Wales,Condobolin High School,Secondary,-33.0918,147.143,820
New South Wales,St Joseph's Parish School,Primary,-33.0846,147.147,946
New South Wales,Condobolin Public School,Primary,-33.0855,147.149,875
New South Wales,Nyngan High School,Secondary,-31.5614,147.189,893
New South Wales,St Joseph's Parish School,Primary,-31.5644,147.191,951
New South Wales,Nyngan Public School,Primary,-31.5684,147.195,837
New South Wales,Coolamon Central School,Primary,-34.8119,147.201,959
New South Wales,Coolamon Central School,Secondary,-34.8119,147.201,959
New South Wales,West Wyalong High School,Secondary,-33.9158,147.202,941
New South Wales,St Michael's Primary School,Primary,-34.8178,147.203,1030
New South Wales,West Wyalong Public School,Primary,-33.9185,147.204,945
New South Wales,St Mary's War Memorial School,Primary,-33.9263,147.206,1044
New South Wales,Ariah Park Central School,Primary,-34.3469,147.218,968
New South Wales,Ariah Park Central School,Secondary,-34.3469,147.218,968
New South Wales,Wyalong Public School,Primary,-33.9239,147.242,877
New South Wales,Uranquinty Public School,Primary,-35.1888,147.249,975
New South Wales,Kapooka Public School,Primary,-35.1515,147.297,983
New South Wales,St Patrick's Primary School,Primary,-35.7211,147.315,979
New South Wales,Holbrook Public School,Primary,-35.7179,147.319,983
New South Wales,Ashmont Public School,Primary,-35.1245,147.333,776
New South Wales,Holy Trinity West Wagga,Primary,-35.1251,147.334,947
New South Wales,Red Hill Public School,Primary,-35.1464,147.348,824
New South Wales,Saint Mary MacKillop Colleges Limited,Primary,-35.129,147.348,1092
New South Wales,Saint Mary MacKillop Colleges Limited,Secondary,-35.129,147.348,1092
New South Wales,Henschke Primary School,Primary,-35.1318,147.351,1032
New South Wales,Mount Austin Public School,Primary,-35.1356,147.352,794
New South Wales,Tottenham Central School,Primary,-32.2455,147.352,973
New South Wales,Tottenham Central School,Secondary,-32.2455,147.352,973
New South Wales,Mount Austin High School,Secondary,-35.1416,147.354,821
New South Wales,Marrar Public School,Primary,-34.8283,147.355,967
New South Wales,Turvey Park Public School,Primary,-35.1291,147.358,935
New South Wales,Lutheran School Wagga Wagga,Primary,-35.1539,147.3621,1114
New South Wales,Mater Dei Catholic College,Secondary,-35.1759,147.363,1053
New South Wales,Wagga Wagga High School,Secondary,-35.1244,147.364,973
New South Wales,Kildare Catholic College,Secondary,-35.1226,147.364,1026
New South Wales,Mater Dei Primary School,Primary,-35.1778,147.364,1087
New South Wales,Wagga Wagga Public School,Primary,-35.1078,147.366,1024
